"","PrimaryKey","ANNUAL.FORB","ANNUAL.GRASS","PERENNIAL.FORB","PERENNIAL.GRASS","PERENNIAL.SHRUB","PERENNIAL.SUBSHRUB","PERENNIAL.SUCCULENT"
"1","15050113465465692015-05-05",0.08424599831508,0.08424599831508,4.88626790227464,20.4717775905644,8.93007582139848,0.50547598989048,0
"2","15050113465465692015-09-24",0,0,6.32377740303541,19.64586846543,10.2866779089376,1.01180438448567,0
"3","15050113465465692016-03-28",0.252951096121417,0,1.60202360876897,14.3338954468803,5.90219224283305,0.337268128161889,0
"4","15050113465465692016-07-19",0.16849199663016,0,1.01095197978096,11.8786857624263,9.51979780960404,0.4212299915754,0
"5","15050113465465692016-10-24",0,0.08424599831508,1.17944397641112,12.8053917438922,9.60404380791912,0.25273799494524,0
"6","15050113465465692017-03-29",0,0,0.67396798652064,7.91912384161752,5.8972198820556,0,0
"7","15050113465465692017-08-08",0.33698399326032,0,3.62257792754844,12.0471777590564,11.7944397641112,0.8424599831508,0
"8","15050113465465692017-11-14",0.421585160202361,0,5.1433389544688,14.4182124789207,10.9612141652614,0.843170320404722,0
"9","15050113465465692018-03-08",0,0,0.75821398483572,12.0471777590564,6.57118786857624,0.50547598989048,0
"10","15050113465465692018-06-11",0,0,1.85341196293176,11.2047177759056,13.3951137320977,0.08424599831508,0
"11","15050113465465692018-10-03",0,0,1.43338954468803,9.35919055649241,12.8161888701518,0.674536256323777,0
"12","15050113465465692019-03-05",0.0843170320404722,0.0843170320404722,0.505902192242833,8.43170320404722,6.82967959527825,0.0843170320404722,0
"13","15050113465465692019-06-07",0.08424599831508,0,1.76916596461668,7.07666385846672,15.5855096882898,0.50547598989048,0
"14","15050113465465692019-09-18",0.168634064080944,0,2.02360876897133,8.68465430016863,15.3456998313659,0.674536256323777,0
"15","15050113465465692019-10-31",0.16849199663016,0,0.67396798652064,7.5821398483572,14.743049705139,1.09519797809604,0
"16","15050113465465692019-12-13",0.168776371308017,0,0.843881856540084,8.43881856540084,8.10126582278481,0.843881856540084,0
"17","15050113465465692020-03-24",1.18143459915612,0,0.337552742616034,6.91983122362869,7.51054852320675,1.26582278481013,0
"18","15050113465465692020-06-08",1.60067396798652,0,1.34793597304128,6.318449873631,17.0176916596462,2.78011794439764,0
"19","15050113465465692020-09-15",0.590717299578059,0,2.36286919831224,5.82278481012658,16.9620253164557,4.05063291139241,0
"20","15050113465465692020-12-14",0.843170320404722,0,0.505902192242833,5.22765598650927,9.35919055649241,3.20404721753794,0
"21","15050113465465692021-03-15",0,0,0.757575757575758,5.21885521885522,9.5959595959596,1.76767676767677,0
"22","15050113465465692021-06-15",0,0,0.33698399326032,4.46503791069924,12.0471777590564,2.106149957877,0
"23","15050113465465692021-09-22",1.60202360876897,0.252951096121417,0.927487352445194,5.48060708263069,16.2731871838111,4.13153456998314,0
"24","15052012001494532015-05-18",3.37268128161889,0.421585160202361,4.13153456998314,34.991568296796,2.86677908937605,0.0843170320404722,0.0843170320404722
"25","15052012001494532015-10-08",0.252951096121417,0,0.0843170320404722,28.4991568296796,2.19224283305228,0.168634064080944,0
"26","15052012001494532016-03-31",0.590219224283305,0,0.0843170320404722,25.716694772344,2.1079258010118,0.0843170320404722,0.0843170320404722
"27","15052012001494532016-07-22",0.0843170320404722,0,0,23.7774030354132,1.77065767284992,0,0.0843170320404722
"28","15052012001494532016-10-21",0.168634064080944,0,0,21.5008431703204,2.02360876897133,0,0.0843170320404722
"29","15052012001494532017-03-27",0,0,0,20.9949409780776,2.1079258010118,0,0
"30","15052012001494532017-08-09",0.168634064080944,0,0.0843170320404722,22.5126475548061,2.19224283305228,0,0
"31","15052012001494532017-11-15",2.02360876897133,0.337268128161889,1.18043844856661,34.0640809443508,2.78246205733558,0,0
"32","15052012001494532018-03-12",0.75885328836425,0.252951096121417,0.252951096121417,31.1973018549747,2.36087689713322,0.0843170320404722,0
"33","15052012001494532018-06-14",0.168634064080944,0.0843170320404722,0.421585160202361,29.9325463743676,2.1079258010118,0,0
"34","15052012001494532018-10-05",0.75885328836425,0.505902192242833,1.26475548060708,32.2934232715008,3.035413153457,0.0843170320404722,0
"35","15052012001494532019-03-01",0.252951096121417,0.252951096121417,0.674536256323777,29.5109612141653,2.44519392917369,0.0843170320404722,0
"36","15052012001494532019-06-05",0.16849199663016,0,0.4212299915754,28.0539174389217,2.02190395956192,0.08424599831508,0
"37","15052012001494532019-09-19",0,0,0.168634064080944,28.0775716694772,2.44519392917369,0.0843170320404722,0
"38","15052012001494532019-12-12",0,0,0.0843170320404722,28.3305227655987,2.02360876897133,0,0.0843170320404722
"39","15052012001494532020-04-07",0.0843881856540084,0,0.506329113924051,27.6793248945148,2.10970464135021,0,0.0843881856540084
"40","15052012001494532020-06-17",0.168634064080944,0,0.674536256323777,28.0775716694772,2.19224283305228,0.0843170320404722,0.0843170320404722
"41","15052012001494532020-09-17",0.253164556962025,0,0.506329113924051,26.6666666666667,2.19409282700422,0.0843881856540084,0.0843881856540084
"42","15052012001494532020-12-09",0.75885328836425,0.0843170320404722,0.337268128161889,27.6559865092749,2.1079258010118,0.168634064080944,0.0843170320404722
"43","15052012001494532021-03-18",0.252951096121417,0,0.252951096121417,25.8010118043845,1.85497470489039,0,0.0843170320404722
"44","15052012001494532021-06-16",0,0,0.337268128161889,23.6930860033727,1.77065767284992,0,0.0843170320404722
"45","15052012001494532021-09-23",23.6087689713322,3.20404721753794,6.070826306914,42.2428330522766,1.85497470489039,0.168634064080944,0.0843170320404722
"46","15080712440114922015-08-03",73.715248525695,16.4279696714406,8.25610783487784,0,0,0,0
"47","15080712440114922015-10-26",8.09443507588533,10.0337268128162,5.39629005059022,0,0,0,0
"48","15080712440114922016-05-17",0.252951096121417,0,0.337268128161889,0,0,0,0
"49","15080712440114922016-06-21",0.337268128161889,82.1247892074199,0.505902192242833,0,0,0,0
"50","15080712440114922016-09-27",0.927487352445194,40.893760539629,0.674536256323777,0,0,0,0
"51","15080712440114922017-05-24",0.0843881856540084,8.35443037974684,0,0,0,0,0
"52","15080712440114922017-10-27",0.335570469798658,48.3221476510067,1.34228187919463,0,0,0,0
"53","15080712440114922018-05-15",2.61603375527426,19.493670886076,0.168776371308017,0,0,0,0
"54","15080712440114922018-07-10",47.8517270429655,7.66638584667228,0.33698399326032,0,0,0,0
"55","15080712440114922018-10-25",4.63743676222597,4.13153456998314,0.168634064080944,0,0,0,0
"56","15080712440114922019-05-30",1.59798149705635,4.20521446593776,0.588730025231287,0,0,0,0
"57","15080712440114922019-07-16",4.54928390901432,85.0884582982308,0,0,0,0,0
"58","15080712440114922019-10-31",0.336700336700337,41.7508417508418,0,0,0,0,0
"59","15111212022552222016-06-07",0.421585160202361,0,0,17.0320404721754,9.61214165261383,0,0.168634064080944
"60","15111212022552222016-07-06",0.0843170320404722,0,0.168634064080944,19.8988195615514,9.52782462057336,0.0843170320404722,0.337268128161889
"61","15111212022552222016-08-28",0,0,0.4212299915754,20.1347935973041,10.4465037910699,0,0
"62","15111212022552222016-10-12",0.168634064080944,0,0.0843170320404722,18.2967959527825,9.19055649241147,0,0.0843170320404722
"63","15111212022552222017-05-12",0,0,2.1079258010118,21.6694772344013,9.61214165261383,0,0.252951096121417
"64","15111212022552222017-06-20",0,0,1.93929173693086,24.0303541315346,10.4553119730185,0,0.168634064080944
"65","15111212022552222017-08-09",2.95109612141653,0,0.168634064080944,24.283305227656,10.539629005059,0,0.252951096121417
"66","15111212022552222017-09-18",3.28836424957841,0,0,25.2951096121417,9.86509274873525,0,0.0843170320404722
"67","15111212022552222018-06-21",0.421585160202361,0,0.252951096121417,29.9325463743676,10.539629005059,0,0.168634064080944
"68","15111212022552222018-09-21",1.26262626262626,0,0.252525252525253,24.9158249158249,10.016835016835,0,0
"69","15111212022552222019-06-19",0,0,11.8987341772152,32.6582278481013,10.295358649789,0,0
"70","15111212022552222020-07-02",0,0,2.44313395113732,26.7059814658804,9.2670598146588,0,0
"71","15120315082630972016-04-14",0.841042893187553,9.5878889823381,0,73.6753574432296,0,0,0
"72","15120315082630972016-09-27",2.17209690893901,12.280701754386,0.167084377610693,76.6081871345029,0,0,0.25062656641604
"73","15120315082630972017-04-06",1.2636899747262,4.12805391743892,0.25273799494524,76.4953664700927,0,0,0.25273799494524
"74","15120315082630972017-07-12",4.29292929292929,8.67003367003367,0.589225589225589,81.4814814814815,0,0,0.168350168350168
"75","15120315082630972017-11-03",6.82392586352148,5.39174389216512,0.08424599831508,84.8357203032856,0,0,0.33698399326032
"76","15120315082630972018-04-10",3.44827586206897,4.54163162321278,0.420521446593776,80.3195962994113,0,0,0.168208578637511
"77","15120315082630972018-06-26",1.33779264214047,21.3210702341137,0.418060200668896,84.6153846153846,0,0,0.167224080267559
"78","15120315082630972018-09-10",2.35492010092515,6.89655172413793,0.168208578637511,82.8427249789739,0,0,0.0841042893187553
"79","15120315082630972018-12-13",1.85185185185185,4.37710437710438,0.252525252525253,84.3434343434343,0,0,0.168350168350168
"80","15120315082630972019-05-15",6.19765494137353,18.0904522613065,0.251256281407035,69.179229480737,0,0,0.16750418760469
"81","15120315082630972019-08-21",14.4416456759026,40.3022670025189,0.335852225020991,55.247691015953,0,0,0.251889168765743
"82","16041316555633692016-05-05",13.3951137320977,0,8.08761583824768,14.8272957034541,0.50547598989048,0.16849199663016,0
"83","16041316555633692016-08-09",9.85678180286436,0,3.87531592249368,14.1533277169334,1.09519797809604,0.25273799494524,0
"84","16041316555633692016-11-07",8.0033698399326,0,1.93765796124684,8.25610783487784,0.67396798652064,0.08424599831508,0
"85","16041316555633692017-02-06",8.58585858585859,0,5.38720538720539,13.3838383838384,1.34680134680135,0.336700336700337,0
"86","16041316555633692017-05-02",18.2967959527825,0,4.72175379426644,6.82967959527825,1.68634064080944,0.0843170320404722,0
"87","16041316555633692017-07-13",14.8397976391231,0,3.11973018549747,5.81787521079258,1.68634064080944,0.337268128161889,0
"88","16041316555633692017-10-12",19.814502529511,0,4.5531197301855,20.4047217537943,1.43338954468803,0.168634064080944,0
"89","16041316555633692018-03-05",9.78077571669477,0.0843170320404722,2.86677908937605,15.5986509274874,1.43338954468803,0.252951096121417,0
"90","16041316555633692018-05-31",6.57118786857624,0,5.64448188711036,18.1128896377422,1.01095197978096,0.16849199663016,0
"91","16041316555633692018-07-24",5.13900589721988,0,3.45408593091828,16.5964616680708,1.17944397641112,0.16849199663016,0
"92","16041316555633692018-11-16",8.25610783487784,0,1.2636899747262,13.8163437236731,1.60067396798652,0.16849199663016,0
"93","16041316555633692019-03-19",8.34738617200675,0,1.85497470489039,12.4789207419899,1.09612141652614,0.0843170320404722,0
"94","16041316555633692020-08-05",20.1347935973041,0,0.25273799494524,5.4759898904802,2.86436394271272,0.08424599831508,0
"95","16041316555633692021-02-23",11.2984822934233,0,0.0843170320404722,4.46880269814503,1.34907251264755,0,0
"96","17030610202051092016-10-28",0.673400673400673,24.5791245791246,0,0,0,0,0
"97","17030610202051092017-04-05",5.82278481012658,44.4725738396624,0,0,0,0,0
"98","17030610202051092017-08-16",4.05063291139241,40.084388185654,1.43459915611814,0,0,0,0
"99","17030610202051092018-05-17",0,0,0,0,0,0,0
"100","17030610202051092018-07-06",0,0,0,0,0,0,0
"101","17030610202051092018-09-25",0,9.53586497890295,0,0,0,0,0
"102","17030610202051092020-10-05",15.7699443413729,14.5640074211503,0,0,0,0,0
"103","17062316455172542017-06-19",2.86919831223629,73.0801687763713,10.464135021097,7.93248945147679,0,0,0
"104","17062316455172542018-04-16",5.4759898904802,83.7405223251896,2.27464195450716,0,0,0,0
"105","17062316455172542018-07-17",20.8263069139966,76.8128161888702,12.3946037099494,68.3811129848229,0,0,0
"106","19020816041349872018-12-21",0,12.2586062132662,0,0,0,0,0
"107","19020816041349872019-03-12",0,57.3109243697479,0,0,0,0,0
"108","19020816041349872019-04-04",0,40.9587888982338,0,0,0,0,0
"109","19020816041349872019-06-05",0,96.1279461279461,0,0,0,0,0
"110","19020816041349872019-10-25",0.252312867956266,75.0210260723297,0,5.97140454163162,0,0,0
"111","19081514072945942019-05-31",0.168634064080944,12.4789207419899,0,0,0,0,0
"112","19081514072945942019-10-31",2.35690235690236,71.7171717171717,0,0,0,0,0
"113","20082716121036612020-09-02",0,0,0,0.0843170320404722,0,0,0
"114","20082716121036612020-12-07",0,0,0,0,0,0,0
"115","20082716121036612021-03-17",0,0,0,0.08424599831508,0,0,0
"116","20082716121036612021-06-17",0,0,0,0,0,0,0
"117","20082716121036612021-10-14",0,0,0,0,0,0,0
